category,method,auroc,ap
macaroni2,D256_z,0.6688000000000001,0.6664001065955215
macaroni2,D512_z,0.8292,0.8272645759779061
macaroni2,fixed_multiscale,0.787,0.7819821294688573
macaroni2,logistic_geometry,0.7396000000000001,0.7451108667616398
macaroni2,conditional_top1pct_z,0.6946000000000001,0.656280637292297
macaroni2,unconditional_top1pct_z,0.7345,0.7192726189496241
macaroni2,geometry512,0.8648,0.8619665553966602
macaroni2,geometry_multiscale,0.8623,0.8593101172185946
macaroni2,geometry_unconditional,0.8482,0.84439527159089
macaroni2,geometry_conditional,0.8593000000000001,0.8522212335900017
macaroni2,geometry_shuffled,0.8625999999999999,0.8590781224939383
pcb1,D256_z,0.9336000000000001,0.9311853472869269
pcb1,D512_z,0.9847999999999999,0.9849984935421512
pcb1,fixed_multiscale,0.978,0.9762713032547788
pcb1,logistic_geometry,0.9571,0.9558031418966852
pcb1,conditional_top1pct_z,0.9823999999999999,0.9837074471222386
pcb1,unconditional_top1pct_z,0.9859,0.9858811478044572
pcb1,geometry512,0.9857,0.9863681440001092
pcb1,geometry_multiscale,0.9856999999999999,0.9861563634153885
pcb1,geometry_unconditional,0.9873999999999999,0.9880485221220697
pcb1,geometry_conditional,0.9865999999999999,0.9870465438879666
pcb1,geometry_shuffled,0.9857999999999999,0.9863959801477106
pcb2,D256_z,0.9277,0.9175799341556953
pcb2,D512_z,0.9624999999999999,0.9688283370282473
pcb2,fixed_multiscale,0.9532,0.950710201711198
pcb2,logistic_geometry,0.9435,0.9350103861535424
pcb2,conditional_top1pct_z,0.9371,0.9463628205961258
pcb2,unconditional_top1pct_z,0.9649000000000001,0.9672617034976716
pcb2,geometry512,0.9517,0.9631266354064594
pcb2,geometry_multiscale,0.9526,0.9624277815181219
pcb2,geometry_unconditional,0.9615,0.9677659810708633
pcb2,geometry_conditional,0.9515,0.9616968727834515
pcb2,geometry_shuffled,0.9512,0.9623917326952496
pcb3,D256_z,0.9269306930693069,0.9384424898094934
pcb3,D512_z,0.985049504950495,0.9864242081134261
pcb3,fixed_multiscale,0.9838613861386138,0.9852161837284767
pcb3,logistic_geometry,0.95009900990099,0.9566544192766587
pcb3,conditional_top1pct_z,0.9431683168316831,0.9551018500839336
pcb3,unconditional_top1pct_z,0.9801980198019802,0.9801832766557398
pcb3,geometry512,0.9879207920792079,0.989290980437996
pcb3,geometry_multiscale,0.9893069306930693,0.9903215748293539
pcb3,geometry_unconditional,0.9891089108910891,0.9901382074108114
pcb3,geometry_conditional,0.990990099009901,0.9917453859576668
pcb3,geometry_shuffled,0.9889108910891089,0.9899269249292839
pcb4,D256_z,0.9845544554455445,0.983130723329334
pcb4,D512_z,0.9969306930693069,0.9966010519532534
pcb4,fixed_multiscale,0.9957425742574257,0.9954977443457321
pcb4,logistic_geometry,0.9925742574257426,0.992389556520516
pcb4,conditional_top1pct_z,0.998019801980198,0.9981480650512632
pcb4,unconditional_top1pct_z,0.9992079207920792,0.9992359424621707
pcb4,geometry512,0.9976237623762376,0.997452215344524
pcb4,geometry_multiscale,0.9977227722772277,0.9975437904360991
pcb4,geometry_unconditional,0.9989108910891089,0.9989017912880012
pcb4,geometry_conditional,0.9983168316831683,0.9982666094628071
pcb4,geometry_shuffled,0.9976237623762376,0.9974218392165868
pipe_fryum,D256_z,0.9934,0.9968678510933773
pipe_fryum,D512_z,0.999,0.9995153846153846
pipe_fryum,fixed_multiscale,0.9992,0.9996029114676174
pipe_fryum,logistic_geometry,0.9910000000000001,0.9956567140245395
pipe_fryum,conditional_top1pct_z,0.9956,0.9977966183694574
pipe_fryum,unconditional_top1pct_z,1.0,1.0
pipe_fryum,geometry512,0.997,0.9985178881129655
pipe_fryum,geometry_multiscale,0.9968,0.9984236562454613
pipe_fryum,geometry_unconditional,0.9976,0.9988193815092422
pipe_fryum,geometry_conditional,0.9972,0.9986353023820793
pipe_fryum,geometry_shuffled,0.9965999999999999,0.9983161293637408
