method,category,condition,size_band,regions,aupro_0_05
tail_mean,sheet_metal,regular,all,75,0.6892264651104137
tail_mean,sheet_metal,regular,large_gt_1pct,2,0.5982521160053671
tail_mean,sheet_metal,regular,small_0.1_to_1pct,4,0.9335460777825214
tail_mean,sheet_metal,regular,tiny_le_0.1pct,69,0.6776999469585672
tail_mean,sheet_metal,shift_1,all,75,0.7253618135648379
tail_mean,sheet_metal,shift_1,large_gt_1pct,2,0.6113225930349337
tail_mean,sheet_metal,shift_1,small_0.1_to_1pct,4,0.976140519856207
tail_mean,sheet_metal,shift_1,tiny_le_0.1pct,69,0.7141294022009897
tail_mean,sheet_metal,shift_2,all,75,0.7241772965914502
tail_mean,sheet_metal,shift_2,large_gt_1pct,2,0.605319677461769
tail_mean,sheet_metal,shift_2,small_0.1_to_1pct,4,0.9709847877736499
tail_mean,sheet_metal,shift_2,tiny_le_0.1pct,69,0.7133147643237772
tail_mean,sheet_metal,shift_3,all,75,0.7209286967186498
tail_mean,sheet_metal,shift_3,large_gt_1pct,2,0.6188043980167428
tail_mean,sheet_metal,shift_3,small_0.1_to_1pct,4,0.9789480170284715
tail_mean,sheet_metal,shift_3,tiny_le_0.1pct,69,0.7089311795616141
tail_mean,sheet_metal,underexposed,all,75,0.6823920555696203
tail_mean,sheet_metal,underexposed,large_gt_1pct,2,0.6037231870416313
tail_mean,sheet_metal,underexposed,small_0.1_to_1pct,4,0.9470570099990638
tail_mean,sheet_metal,underexposed,tiny_le_0.1pct,69,0.6693294167194558
tail_mean,vial,overexposed,all,25,0.7936295456237771
tail_mean,vial,overexposed,large_gt_1pct,7,0.48248158400110874
tail_mean,vial,overexposed,small_0.1_to_1pct,11,0.9121002750814147
tail_mean,vial,overexposed,tiny_le_0.1pct,7,0.9186092180987288
tail_mean,vial,regular,all,24,0.7946735208675278
tail_mean,vial,regular,large_gt_1pct,7,0.485407618249602
tail_mean,vial,regular,small_0.1_to_1pct,11,0.9133167713279353
tail_mean,vial,regular,tiny_le_0.1pct,6,0.9379711147443718
tail_mean,vial,shift_1,all,25,0.7465946838137435
tail_mean,vial,shift_1,large_gt_1pct,7,0.4858237621004853
tail_mean,vial,shift_1,small_0.1_to_1pct,11,0.8525001162836308
tail_mean,vial,shift_1,tiny_le_0.1pct,7,0.8409427830743371
tail_mean,vial,shift_2,all,25,0.796415739205827
tail_mean,vial,shift_2,large_gt_1pct,7,0.48822601036690705
tail_mean,vial,shift_2,small_0.1_to_1pct,11,0.9104502767296446
tail_mean,vial,shift_2,tiny_le_0.1pct,7,0.925408337650189
tail_mean,vial,shift_3,all,25,0.776002303538343
tail_mean,vial,shift_3,large_gt_1pct,7,0.48447929810881785
tail_mean,vial,shift_3,small_0.1_to_1pct,11,0.8897843350145747
tail_mean,vial,shift_3,tiny_le_0.1pct,7,0.8887249737909328
tail_mean,vial,shift_4,all,25,0.7340392831088179
tail_mean,vial,shift_4,large_gt_1pct,7,0.4835523986651645
tail_mean,vial,shift_4,small_0.1_to_1pct,11,0.840672477028895
tail_mean,vial,shift_4,tiny_le_0.1pct,7,0.8169597199637896
tail_mean,vial,underexposed,all,26,0.7796815528435237
tail_mean,vial,underexposed,large_gt_1pct,7,0.488936075607285
tail_mean,vial,underexposed,small_0.1_to_1pct,11,0.9126833196408823
tail_mean,vial,underexposed,tiny_le_0.1pct,8,0.8512064160788688
tail_mean,wallplugs,overexposed,all,15,0.6196910519482899
tail_mean,wallplugs,overexposed,large_gt_1pct,2,0.8991748208093445
tail_mean,wallplugs,overexposed,small_0.1_to_1pct,3,0.39970321442429324
tail_mean,wallplugs,overexposed,tiny_le_0.1pct,10,0.6297906494332756
tail_mean,wallplugs,regular,all,15,0.6166207001265412
tail_mean,wallplugs,regular,large_gt_1pct,2,0.8976802143488802
tail_mean,wallplugs,regular,small_0.1_to_1pct,3,0.3895055421075565
tail_mean,wallplugs,regular,tiny_le_0.1pct,10,0.6285433446877606
tail_mean,wallplugs,shift_1,all,15,0.6411539490883525
tail_mean,wallplugs,shift_1,large_gt_1pct,2,0.9037547362614123
tail_mean,wallplugs,shift_1,small_0.1_to_1pct,3,0.47109844708997073
tail_mean,wallplugs,shift_1,tiny_le_0.1pct,10,0.6396504422532725
tail_mean,wallplugs,shift_2,all,15,0.4800645398239521
tail_mean,wallplugs,shift_2,large_gt_1pct,2,0.6931498189450114
tail_mean,wallplugs,shift_2,small_0.1_to_1pct,3,0.2224949454965583
tail_mean,wallplugs,shift_2,tiny_le_0.1pct,10,0.5147183622979671
tail_mean,wallplugs,shift_3,all,15,0.5710776648397666
tail_mean,wallplugs,shift_3,large_gt_1pct,2,0.8192947246657865
tail_mean,wallplugs,shift_3,small_0.1_to_1pct,3,0.37938860440749295
tail_mean,wallplugs,shift_3,tiny_le_0.1pct,10,0.5789409710042474
tail_mean,wallplugs,underexposed,all,15,0.6193050963503668
tail_mean,wallplugs,underexposed,large_gt_1pct,2,0.8948471266476984
tail_mean,wallplugs,underexposed,small_0.1_to_1pct,3,0.3955650556839431
tail_mean,wallplugs,underexposed,tiny_le_0.1pct,10,0.6313187024908149
tail_mean,walnuts,overexposed,all,44,0.7406364129018412
tail_mean,walnuts,overexposed,large_gt_1pct,10,0.7806982564162582
tail_mean,walnuts,overexposed,small_0.1_to_1pct,14,0.8045571102082708
tail_mean,walnuts,overexposed,tiny_le_0.1pct,20,0.675861003030138
tail_mean,walnuts,regular,all,44,0.7411353875004567
tail_mean,walnuts,regular,large_gt_1pct,10,0.7827791277654128
tail_mean,walnuts,regular,small_0.1_to_1pct,14,0.8021347172713307
tail_mean,walnuts,regular,tiny_le_0.1pct,20,0.677613986528389
tail_mean,walnuts,shift_1,all,44,0.5683870020450935
tail_mean,walnuts,shift_1,large_gt_1pct,10,0.6873445037990613
tail_mean,walnuts,shift_1,small_0.1_to_1pct,14,0.6117153921501818
tail_mean,walnuts,shift_1,tiny_le_0.1pct,20,0.47857837809454007
tail_mean,walnuts,shift_2,all,44,0.7489047287509337
tail_mean,walnuts,shift_2,large_gt_1pct,10,0.7765712576607443
tail_mean,walnuts,shift_2,small_0.1_to_1pct,14,0.8004101949475307
tail_mean,walnuts,shift_2,tiny_le_0.1pct,20,0.6990176379584209
tail_mean,walnuts,shift_3,all,44,0.6063432092978039
tail_mean,walnuts,shift_3,large_gt_1pct,10,0.6982180030896619
tail_mean,walnuts,shift_3,small_0.1_to_1pct,14,0.6462069283861405
tail_mean,walnuts,shift_3,tiny_le_0.1pct,20,0.5325012090400314
tail_mean,walnuts,underexposed,all,44,0.7437614091112851
tail_mean,walnuts,underexposed,large_gt_1pct,10,0.7857088359562762
tail_mean,walnuts,underexposed,small_0.1_to_1pct,14,0.7995033098163115
tail_mean,walnuts,underexposed,tiny_le_0.1pct,20,0.6837683651952758
tiled,can,overexposed,all,16,0.09454853558983584
tiled,can,overexposed,large_gt_1pct,0,nan
tiled,can,overexposed,small_0.1_to_1pct,0,nan
tiled,can,overexposed,tiny_le_0.1pct,16,0.09454853558983584
tiled,can,regular,all,16,0.09670760872920031
tiled,can,regular,large_gt_1pct,0,nan
tiled,can,regular,small_0.1_to_1pct,0,nan
tiled,can,regular,tiny_le_0.1pct,16,0.09670760872920031
tiled,can,shift_1,all,16,0.09338917688137803
tiled,can,shift_1,large_gt_1pct,0,nan
tiled,can,shift_1,small_0.1_to_1pct,0,nan
tiled,can,shift_1,tiny_le_0.1pct,16,0.09338917688137803
tiled,can,shift_2,all,16,0.0838831563655944
tiled,can,shift_2,large_gt_1pct,0,nan
tiled,can,shift_2,small_0.1_to_1pct,0,nan
tiled,can,shift_2,tiny_le_0.1pct,16,0.0838831563655944
tiled,can,shift_3,all,16,0.08079245554757124
tiled,can,shift_3,large_gt_1pct,0,nan
tiled,can,shift_3,small_0.1_to_1pct,0,nan
tiled,can,shift_3,tiny_le_0.1pct,16,0.08079245554757124
tiled,can,underexposed,all,16,0.09973227202831901
tiled,can,underexposed,large_gt_1pct,0,nan
tiled,can,underexposed,small_0.1_to_1pct,0,nan
tiled,can,underexposed,tiny_le_0.1pct,16,0.09973227202831901
tiled,fabric,overexposed,all,32,0.5325006183075895
tiled,fabric,overexposed,large_gt_1pct,1,0.4328420143400624
tiled,fabric,overexposed,small_0.1_to_1pct,1,0.9963908872083358
tiled,fabric,overexposed,tiny_le_0.1pct,30,0.5203595628098215
tiled,fabric,regular,all,32,0.5290316583316973
tiled,fabric,regular,large_gt_1pct,1,0.4287282775990354
tiled,fabric,regular,small_0.1_to_1pct,1,0.9963019015776128
tiled,fabric,regular,tiny_le_0.1pct,30,0.5167994295812642
tiled,fabric,shift_1,all,32,0.5380329223365801
tiled,fabric,shift_1,large_gt_1pct,1,0.4302105163315871
tiled,fabric,shift_1,small_0.1_to_1pct,1,0.9975288665666744
tiled,fabric,shift_1,tiny_le_0.1pct,30,0.5263104710624142
tiled,fabric,shift_2,all,32,0.6019707039354829
tiled,fabric,shift_2,large_gt_1pct,1,0.4298799025074166
tiled,fabric,shift_2,small_0.1_to_1pct,1,0.9974419526086976
tiled,fabric,shift_2,tiny_le_0.1pct,30,0.5945246890273178
tiled,fabric,shift_3,all,32,0.5968027073897688
tiled,fabric,shift_3,large_gt_1pct,1,0.4288032909985815
tiled,fabric,shift_3,small_0.1_to_1pct,1,0.9977206052097781
tiled,fabric,shift_3,tiny_le_0.1pct,30,0.5890387580088154
tiled,fabric,underexposed,all,32,0.507743194247445
tiled,fabric,underexposed,large_gt_1pct,1,0.4298697853858637
tiled,fabric,underexposed,small_0.1_to_1pct,1,0.9961042818843513
tiled,fabric,underexposed,tiny_le_0.1pct,30,0.4940602716216061
tiled,fruit_jelly,overexposed,all,57,0.5689700090203093
tiled,fruit_jelly,overexposed,large_gt_1pct,7,0.4976408863355553
tiled,fruit_jelly,overexposed,small_0.1_to_1pct,10,0.774603701858611
tiled,fruit_jelly,overexposed,tiny_le_0.1pct,40,0.5300441822805599
tiled,fruit_jelly,regular,all,57,0.5767115121338244
tiled,fruit_jelly,regular,large_gt_1pct,7,0.4998040640561322
tiled,fruit_jelly,regular,small_0.1_to_1pct,10,0.7836071185213025
tiled,fruit_jelly,regular,tiny_le_0.1pct,40,0.5384464139505527
tiled,fruit_jelly,shift_1,all,57,0.5626247661519519
tiled,fruit_jelly,shift_1,large_gt_1pct,7,0.49859207703490205
tiled,fruit_jelly,shift_1,small_0.1_to_1pct,10,0.776417110598139
tiled,fruit_jelly,shift_1,tiny_le_0.1pct,40,0.5203824006358931
tiled,fruit_jelly,underexposed,all,57,0.5691172019308782
tiled,fruit_jelly,underexposed,large_gt_1pct,7,0.4914034115621649
tiled,fruit_jelly,underexposed,small_0.1_to_1pct,10,0.7816850014928818
tiled,fruit_jelly,underexposed,tiny_le_0.1pct,40,0.5295751653549063
tiled,rice,overexposed,all,20,0.7591319781958329
tiled,rice,overexposed,large_gt_1pct,1,0.995199044944309
tiled,rice,overexposed,small_0.1_to_1pct,10,0.8724444561417364
tiled,rice,overexposed,tiny_le_0.1pct,9,0.6069995508394807
tiled,rice,regular,all,20,0.7495290125617902
tiled,rice,regular,large_gt_1pct,1,0.9951700666612396
tiled,rice,regular,small_0.1_to_1pct,10,0.8438544036355997
tiled,rice,regular,tiny_le_0.1pct,9,0.6174295720243234
tiled,rice,shift_1,all,20,0.7042881367205879
tiled,rice,shift_1,large_gt_1pct,1,0.9742582829239941
tiled,rice,shift_1,small_0.1_to_1pct,10,0.7795942836875992
tiled,rice,shift_1,tiny_le_0.1pct,9,0.5906179571791091
tiled,rice,shift_2,all,20,0.7400361038564571
tiled,rice,shift_2,large_gt_1pct,1,0.9963877282763123
tiled,rice,shift_2,small_0.1_to_1pct,10,0.8082004830510011
tiled,rice,shift_2,tiny_le_0.1pct,9,0.6358143909270686
tiled,rice,shift_3,all,20,0.7398050474744124
tiled,rice,shift_3,large_gt_1pct,1,0.9960431904712641
tiled,rice,shift_3,small_0.1_to_1pct,10,0.8096577252957001
tiled,rice,shift_3,tiny_le_0.1pct,9,0.6337200562289448
tiled,rice,underexposed,all,20,0.7426376997784264
tiled,rice,underexposed,large_gt_1pct,1,0.9955481140866452
tiled,rice,underexposed,small_0.1_to_1pct,10,0.8401069594473877
tiled,rice,underexposed,tiny_le_0.1pct,9,0.6062373652231343
tiled,sheet_metal,overexposed,all,75,0.6463979510717105
tiled,sheet_metal,overexposed,large_gt_1pct,2,0.6441406732290273
tiled,sheet_metal,overexposed,small_0.1_to_1pct,4,0.9267352231451738
tiled,sheet_metal,overexposed,tiny_le_0.1pct,69,0.6302119433527489
tiled,sheet_metal,regular,all,75,0.6538114393368285
tiled,sheet_metal,regular,large_gt_1pct,2,0.6464194370384568
tiled,sheet_metal,regular,small_0.1_to_1pct,4,0.9369685785330817
tiled,sheet_metal,regular,tiny_le_0.1pct,69,0.6376107936529437
tiled,sheet_metal,shift_1,all,75,0.6609089087595112
tiled,sheet_metal,shift_1,large_gt_1pct,2,0.6674156349663203
tiled,sheet_metal,shift_1,small_0.1_to_1pct,4,0.9356054386929392
tiled,sheet_metal,shift_1,tiny_le_0.1pct,69,0.6447958714820103
tiled,sheet_metal,shift_2,all,75,0.6528393351005453
tiled,sheet_metal,shift_2,large_gt_1pct,2,0.6584019151379981
tiled,sheet_metal,shift_2,small_0.1_to_1pct,4,0.9285906963364859
tiled,sheet_metal,shift_2,tiny_le_0.1pct,69,0.6366925147379511
tiled,sheet_metal,shift_3,all,75,0.6651769220103578
tiled,sheet_metal,shift_3,large_gt_1pct,2,0.6780335798478173
tiled,sheet_metal,shift_3,small_0.1_to_1pct,4,0.9388875642031043
tiled,sheet_metal,shift_3,tiny_le_0.1pct,69,0.6489369816560626
tiled,sheet_metal,underexposed,all,75,0.6620864748905025
tiled,sheet_metal,underexposed,large_gt_1pct,2,0.6531076507021272
tiled,sheet_metal,underexposed,small_0.1_to_1pct,4,0.9479653509255342
tiled,sheet_metal,underexposed,tiny_le_0.1pct,69,0.6457740421982823
tiled,vial,overexposed,all,25,0.7506656039487222
tiled,vial,overexposed,large_gt_1pct,7,0.4480393789142249
tiled,vial,overexposed,small_0.1_to_1pct,11,0.8830079590813129
tiled,vial,overexposed,tiny_le_0.1pct,7,0.8453252709177046
tiled,vial,regular,all,24,0.7553720435722167
tiled,vial,regular,large_gt_1pct,7,0.45002618747403567
tiled,vial,regular,small_0.1_to_1pct,11,0.8809066504627139
tiled,vial,regular,tiny_le_0.1pct,6,0.8814620963875066
tiled,vial,shift_1,all,25,0.6994334708374483
tiled,vial,shift_1,large_gt_1pct,7,0.4479781338085307
tiled,vial,shift_1,small_0.1_to_1pct,11,0.8189403545629389
tiled,vial,shift_1,tiny_le_0.1pct,7,0.7630922762977486
tiled,vial,shift_2,all,25,0.7512989849926374
tiled,vial,shift_2,large_gt_1pct,7,0.45278010828607856
tiled,vial,shift_2,small_0.1_to_1pct,11,0.8819197914006375
tiled,vial,shift_2,tiny_le_0.1pct,7,0.8445565944866313
tiled,vial,shift_3,all,25,0.7354878044165308
tiled,vial,shift_3,large_gt_1pct,7,0.45286651970302694
tiled,vial,shift_3,small_0.1_to_1pct,11,0.8631279644281855
tiled,vial,shift_3,tiny_le_0.1pct,7,0.8175316948259981
tiled,vial,shift_4,all,25,0.6837236986413404
tiled,vial,shift_4,large_gt_1pct,7,0.45083492795337443
tiled,vial,shift_4,small_0.1_to_1pct,11,0.8030770655328175
tiled,vial,shift_4,tiny_le_0.1pct,7,0.7290571784998486
tiled,vial,underexposed,all,26,0.6866238167150185
tiled,vial,underexposed,large_gt_1pct,7,0.4568632515320637
tiled,vial,underexposed,small_0.1_to_1pct,11,0.885505025181309
tiled,vial,underexposed,tiny_le_0.1pct,8,0.614202649608944
tiled,wallplugs,overexposed,all,15,0.6626848130057845
tiled,wallplugs,overexposed,large_gt_1pct,2,0.898111344470558
tiled,wallplugs,overexposed,small_0.1_to_1pct,3,0.40957449124536893
tiled,wallplugs,overexposed,tiny_le_0.1pct,10,0.6915326032409537
tiled,wallplugs,regular,all,15,0.6601270340279844
tiled,wallplugs,regular,large_gt_1pct,2,0.8967573541813965
tiled,wallplugs,regular,small_0.1_to_1pct,3,0.40108956671814455
tiled,wallplugs,regular,tiny_le_0.1pct,10,0.6905122101902551
tiled,wallplugs,shift_1,all,15,0.6311066638023973
tiled,wallplugs,shift_1,large_gt_1pct,2,0.8516584583959854
tiled,wallplugs,shift_1,small_0.1_to_1pct,3,0.43225398924895053
tiled,wallplugs,shift_1,tiny_le_0.1pct,10,0.6466521072497196
tiled,wallplugs,shift_2,all,15,0.4659135276722137
tiled,wallplugs,shift_2,large_gt_1pct,2,0.6147798640034983
tiled,wallplugs,shift_2,small_0.1_to_1pct,3,0.21515053711906726
tiled,wallplugs,shift_2,tiny_le_0.1pct,10,0.5113691575719045
tiled,wallplugs,shift_3,all,15,0.5712585310146648
tiled,wallplugs,shift_3,large_gt_1pct,2,0.7477621089427333
tiled,wallplugs,shift_3,small_0.1_to_1pct,3,0.33805606482234424
tiled,wallplugs,shift_3,tiny_le_0.1pct,10,0.605918555286747
tiled,wallplugs,underexposed,all,15,0.6650825153687997
tiled,wallplugs,underexposed,large_gt_1pct,2,0.8929104542167694
tiled,wallplugs,underexposed,small_0.1_to_1pct,3,0.40941019127788697
tiled,wallplugs,underexposed,tiny_le_0.1pct,10,0.696218624826479
tiled,walnuts,overexposed,all,44,0.7509218332343328
tiled,walnuts,overexposed,large_gt_1pct,10,0.768121355139363
tiled,walnuts,overexposed,small_0.1_to_1pct,14,0.8084307564611589
tiled,walnuts,overexposed,tiny_le_0.1pct,20,0.702065826023038
tiled,walnuts,regular,all,44,0.7479110530812003
tiled,walnuts,regular,large_gt_1pct,10,0.7696863549042612
tiled,walnuts,regular,small_0.1_to_1pct,14,0.8045209775738854
tiled,walnuts,regular,tiny_le_0.1pct,20,0.697396455024803
tiled,walnuts,shift_1,all,44,0.5655152114079828
tiled,walnuts,shift_1,large_gt_1pct,10,0.6521995804795803
tiled,walnuts,shift_1,small_0.1_to_1pct,14,0.6071061995465398
tiled,walnuts,shift_1,tiny_le_0.1pct,20,0.4930593351751792
tiled,walnuts,shift_2,all,44,0.7623672261249448
tiled,walnuts,shift_2,large_gt_1pct,10,0.765547909468832
tiled,walnuts,shift_2,small_0.1_to_1pct,14,0.8027294558138071
tiled,walnuts,shift_2,tiny_le_0.1pct,20,0.7325233236708037
tiled,walnuts,shift_3,all,44,0.6088405462268586
tiled,walnuts,shift_3,large_gt_1pct,10,0.6689030327211071
tiled,walnuts,shift_3,small_0.1_to_1pct,14,0.6433748304306841
tiled,walnuts,shift_3,tiny_le_0.1pct,20,0.5546353040370665
tiled,walnuts,underexposed,all,44,0.7491010642918194
tiled,walnuts,underexposed,large_gt_1pct,10,0.7711342332107466
tiled,walnuts,underexposed,small_0.1_to_1pct,14,0.8013333196331414
tiled,walnuts,underexposed,tiny_le_0.1pct,20,0.7015219010934312
