method,category,condition,size_band,regions,aupro_0_05
q99_positive_025,fruit_jelly,shift_1,tiny_le_0.1pct,40,0.4792824720124854
q99_positive_025,fruit_jelly,underexposed,all,57,0.5431597025812237
q99_positive_025,fruit_jelly,underexposed,large_gt_1pct,7,0.49874314216299137
q99_positive_025,fruit_jelly,underexposed,small_0.1_to_1pct,10,0.7738260168325708
q99_positive_025,fruit_jelly,underexposed,tiny_le_0.1pct,40,0.49326602209157555
q99_positive_025,rice,overexposed,all,20,0.7108634001003198
q99_positive_025,rice,overexposed,large_gt_1pct,1,0.9906415831420001
q99_positive_025,rice,overexposed,small_0.1_to_1pct,10,0.855720674998457
q99_positive_025,rice,overexposed,tiny_le_0.1pct,9,0.5188244076533755
q99_positive_025,rice,regular,all,20,0.692427808794806
q99_positive_025,rice,regular,large_gt_1pct,1,0.9909259352101488
q99_positive_025,rice,regular,small_0.1_to_1pct,10,0.8279623243649598
q99_positive_025,rice,regular,tiny_le_0.1pct,9,0.5086674441152067
q99_positive_025,rice,shift_1,all,20,0.6751007670211873
q99_positive_025,rice,shift_1,large_gt_1pct,1,0.9863267114237965
q99_positive_025,rice,shift_1,small_0.1_to_1pct,10,0.7972080606625687
q99_positive_025,rice,shift_1,tiny_le_0.1pct,9,0.5048453358193958
q99_positive_025,rice,shift_2,all,20,0.7095593979769956
q99_positive_025,rice,shift_2,large_gt_1pct,1,0.9935547388885627
q99_positive_025,rice,shift_2,small_0.1_to_1pct,10,0.8425248181053876
q99_positive_025,rice,shift_2,tiny_le_0.1pct,9,0.5302650043997701
q99_positive_025,rice,shift_3,all,20,0.697018214897614
q99_positive_025,rice,shift_3,large_gt_1pct,1,0.993237468438846
q99_positive_025,rice,shift_3,small_0.1_to_1pct,10,0.823322667971565
q99_positive_025,rice,shift_3,tiny_le_0.1pct,9,0.5237666833108793
q99_positive_025,rice,underexposed,all,20,0.6878254763097043
q99_positive_025,rice,underexposed,large_gt_1pct,1,0.9908224121009856
q99_positive_025,rice,underexposed,small_0.1_to_1pct,10,0.8340190623612829
q99_positive_025,rice,underexposed,tiny_le_0.1pct,9,0.491721832275632
q99_positive_025,sheet_metal,overexposed,all,75,0.6168269095308411
q99_positive_025,sheet_metal,overexposed,large_gt_1pct,2,0.536612947155895
q99_positive_025,sheet_metal,overexposed,small_0.1_to_1pct,4,0.8678474715537279
q99_positive_025,sheet_metal,overexposed,tiny_le_0.1pct,69,0.6046000352795095
q99_positive_025,sheet_metal,regular,all,75,0.6113309493064852
q99_positive_025,sheet_metal,regular,large_gt_1pct,2,0.5349990941659055
q99_positive_025,sheet_metal,regular,small_0.1_to_1pct,4,0.879804765727194
q99_positive_025,sheet_metal,regular,tiny_le_0.1pct,69,0.5979797673441392
q99_positive_025,sheet_metal,shift_1,all,75,0.6508037398392019
q99_positive_025,sheet_metal,shift_1,large_gt_1pct,2,0.5362860074071163
q99_positive_025,sheet_metal,shift_1,small_0.1_to_1pct,4,0.9592379549146987
q99_positive_025,sheet_metal,shift_1,tiny_le_0.1pct,69,0.6362428500502438
q99_positive_025,sheet_metal,shift_2,all,75,0.6550838158877379
q99_positive_025,sheet_metal,shift_2,large_gt_1pct,2,0.5345080210259981
q99_positive_025,sheet_metal,shift_2,small_0.1_to_1pct,4,0.9512999861195431
q99_positive_025,sheet_metal,shift_2,tiny_le_0.1pct,69,0.6414068145659442
q99_positive_025,sheet_metal,shift_3,all,75,0.6399171966881131
q99_positive_025,sheet_metal,shift_3,large_gt_1pct,2,0.5398908927458054
q99_positive_025,sheet_metal,shift_3,small_0.1_to_1pct,4,0.9651919020380776
q99_positive_025,sheet_metal,shift_3,tiny_le_0.1pct,69,0.6239600051878923
q99_positive_025,sheet_metal,underexposed,all,75,0.6025533099939695
q99_positive_025,sheet_metal,underexposed,large_gt_1pct,2,0.5356320217123236
q99_positive_025,sheet_metal,underexposed,small_0.1_to_1pct,4,0.8971554910365965
q99_positive_025,sheet_metal,underexposed,tiny_le_0.1pct,69,0.587414670173573
q99_positive_025,vial,overexposed,all,25,0.7889979772369508
q99_positive_025,vial,overexposed,large_gt_1pct,7,0.4866024903631805
q99_positive_025,vial,overexposed,small_0.1_to_1pct,11,0.8980483422940307
q99_positive_025,vial,overexposed,tiny_le_0.1pct,7,0.920028604735321
q99_positive_025,vial,regular,all,24,0.7917212843150775
q99_positive_025,vial,regular,large_gt_1pct,7,0.4930536227318639
q99_positive_025,vial,regular,small_0.1_to_1pct,11,0.9032525452471392
q99_positive_025,vial,regular,tiny_le_0.1pct,6,0.9356929111200929
q99_positive_025,vial,shift_1,all,25,0.7413515068173512
q99_positive_025,vial,shift_1,large_gt_1pct,7,0.49189643650364295
q99_positive_025,vial,shift_1,small_0.1_to_1pct,11,0.8373130092777007
q99_positive_025,vial,shift_1,tiny_le_0.1pct,7,0.8400099304076706
q99_positive_025,vial,shift_2,all,25,0.7939599329680954
q99_positive_025,vial,shift_2,large_gt_1pct,7,0.49478140201621823
q99_positive_025,vial,shift_2,small_0.1_to_1pct,11,0.8977848685459788
q99_positive_025,vial,shift_2,tiny_le_0.1pct,7,0.9299849937261608
q99_positive_025,vial,shift_3,all,25,0.7701930490047217
q99_positive_025,vial,shift_3,large_gt_1pct,7,0.4867739012069075
q99_positive_025,vial,shift_3,small_0.1_to_1pct,11,0.8737286748810575
q99_positive_025,vial,shift_3,tiny_le_0.1pct,7,0.8909133561397239
q99_positive_025,vial,shift_4,all,25,0.7271710512514898
q99_positive_025,vial,shift_4,large_gt_1pct,7,0.48586191837451265
q99_positive_025,vial,shift_4,small_0.1_to_1pct,11,0.8229765265828778
q99_positive_025,vial,shift_4,tiny_le_0.1pct,7,0.8179287228934681
q99_positive_025,vial,underexposed,all,26,0.7923835736233603
q99_positive_025,vial,underexposed,large_gt_1pct,7,0.493543999877387
q99_positive_025,vial,underexposed,small_0.1_to_1pct,11,0.8993489664094757
q99_positive_025,vial,underexposed,tiny_le_0.1pct,8,0.9067907855701965
q99_positive_025,wallplugs,overexposed,all,15,0.5064345555859728
q99_positive_025,wallplugs,overexposed,large_gt_1pct,2,0.8792745457205772
q99_positive_025,wallplugs,overexposed,small_0.1_to_1pct,3,0.3405911181769197
q99_positive_025,wallplugs,overexposed,tiny_le_0.1pct,10,0.48161958878178396
q99_positive_025,wallplugs,regular,all,15,0.5011181484925886
q99_positive_025,wallplugs,regular,large_gt_1pct,2,0.8780210999687967
q99_positive_025,wallplugs,regular,small_0.1_to_1pct,3,0.33314908185741215
q99_positive_025,wallplugs,regular,tiny_le_0.1pct,10,0.47612827818792014
q99_positive_025,wallplugs,shift_1,all,15,0.585431671165992
q99_positive_025,wallplugs,shift_1,large_gt_1pct,2,0.8824024463242004
q99_positive_025,wallplugs,shift_1,small_0.1_to_1pct,3,0.43677265761937867
q99_positive_025,wallplugs,shift_1,tiny_le_0.1pct,10,0.5706352201983531
q99_positive_025,wallplugs,shift_2,all,15,0.4133323174754816
q99_positive_025,wallplugs,shift_2,large_gt_1pct,2,0.6924480098176583
q99_positive_025,wallplugs,shift_2,small_0.1_to_1pct,3,0.17208569679217556
q99_positive_025,wallplugs,shift_2,tiny_le_0.1pct,10,0.42988316521204645
q99_positive_025,wallplugs,shift_3,all,15,0.48582997962511837
q99_positive_025,wallplugs,shift_3,large_gt_1pct,2,0.7871382225746638
q99_positive_025,wallplugs,shift_3,small_0.1_to_1pct,3,0.35384052081358847
q99_positive_025,wallplugs,shift_3,tiny_le_0.1pct,10,0.4651651686786721
q99_positive_025,wallplugs,underexposed,all,15,0.5010492634975143
q99_positive_025,wallplugs,underexposed,large_gt_1pct,2,0.8756558706338377
q99_positive_025,wallplugs,underexposed,small_0.1_to_1pct,3,0.3351857550750172
q99_positive_025,wallplugs,underexposed,tiny_le_0.1pct,10,0.475886994597021
q99_positive_025,walnuts,overexposed,all,44,0.7187167243118423
q99_positive_025,walnuts,overexposed,large_gt_1pct,10,0.7809675186708193
q99_positive_025,walnuts,overexposed,small_0.1_to_1pct,14,0.7816656083311474
q99_positive_025,walnuts,overexposed,tiny_le_0.1pct,20,0.643527108318866
q99_positive_025,walnuts,regular,all,44,0.7215438540066205
q99_positive_025,walnuts,regular,large_gt_1pct,10,0.7829022924999194
q99_positive_025,walnuts,regular,small_0.1_to_1pct,14,0.7810348076206064
q99_positive_025,walnuts,regular,tiny_le_0.1pct,20,0.6492209672301953
q99_positive_025,walnuts,shift_1,all,44,0.5300675246529676
q99_positive_025,walnuts,shift_1,large_gt_1pct,10,0.6834112554080946
q99_positive_025,walnuts,shift_1,small_0.1_to_1pct,14,0.5806902129599165
q99_positive_025,walnuts,shift_1,tiny_le_0.1pct,20,0.4179597774605411
q99_positive_025,walnuts,shift_2,all,44,0.7218469218818848
q99_positive_025,walnuts,shift_2,large_gt_1pct,10,0.7742634595677812
q99_positive_025,walnuts,shift_2,small_0.1_to_1pct,14,0.776127635082334
q99_positive_025,walnuts,shift_2,tiny_le_0.1pct,20,0.6576421537986454
q99_positive_025,walnuts,shift_3,all,44,0.5713784830279466
q99_positive_025,walnuts,shift_3,large_gt_1pct,10,0.6954763037785822
q99_positive_025,walnuts,shift_3,small_0.1_to_1pct,14,0.6201547913626687
q99_positive_025,walnuts,shift_3,tiny_le_0.1pct,20,0.47518615681833243
q99_positive_025,walnuts,underexposed,all,44,0.7235320503207512
q99_positive_025,walnuts,underexposed,large_gt_1pct,10,0.7863779427505598
q99_positive_025,walnuts,underexposed,small_0.1_to_1pct,14,0.7787959305004819
q99_positive_025,walnuts,underexposed,tiny_le_0.1pct,20,0.653424387980045
q99_positive_050,can,overexposed,all,16,0.1530489533101651
q99_positive_050,can,overexposed,large_gt_1pct,0,nan
q99_positive_050,can,overexposed,small_0.1_to_1pct,0,nan
q99_positive_050,can,overexposed,tiny_le_0.1pct,16,0.1530489533101651
q99_positive_050,can,regular,all,16,0.15257131285653766
q99_positive_050,can,regular,large_gt_1pct,0,nan
q99_positive_050,can,regular,small_0.1_to_1pct,0,nan
q99_positive_050,can,regular,tiny_le_0.1pct,16,0.15257131285653766
q99_positive_050,can,shift_1,all,16,0.1840388224749776
q99_positive_050,can,shift_1,large_gt_1pct,0,nan
q99_positive_050,can,shift_1,small_0.1_to_1pct,0,nan
q99_positive_050,can,shift_1,tiny_le_0.1pct,16,0.1840388224749776
q99_positive_050,can,shift_2,all,16,0.10396178384170972
q99_positive_050,can,shift_2,large_gt_1pct,0,nan
q99_positive_050,can,shift_2,small_0.1_to_1pct,0,nan
q99_positive_050,can,shift_2,tiny_le_0.1pct,16,0.10396178384170972
q99_positive_050,can,shift_3,all,16,0.13870467390085137
q99_positive_050,can,shift_3,large_gt_1pct,0,nan
q99_positive_050,can,shift_3,small_0.1_to_1pct,0,nan
q99_positive_050,can,shift_3,tiny_le_0.1pct,16,0.13870467390085137
q99_positive_050,can,underexposed,all,16,0.14951600452372552
q99_positive_050,can,underexposed,large_gt_1pct,0,nan
q99_positive_050,can,underexposed,small_0.1_to_1pct,0,nan
q99_positive_050,can,underexposed,tiny_le_0.1pct,16,0.14951600452372552
q99_positive_050,fabric,overexposed,all,32,0.38602821817601524
q99_positive_050,fabric,overexposed,large_gt_1pct,1,0.49572835586238584
q99_positive_050,fabric,overexposed,small_0.1_to_1pct,1,0.9977695509821722
q99_positive_050,fabric,overexposed,tiny_le_0.1pct,30,0.3619801691596082
q99_positive_050,fabric,regular,all,32,0.37905860829340143
q99_positive_050,fabric,regular,large_gt_1pct,1,0.4975056180058227
q99_positive_050,fabric,regular,small_0.1_to_1pct,1,0.9976977463427918
q99_positive_050,fabric,regular,tiny_le_0.1pct,30,0.3544890700346874
q99_positive_050,fabric,shift_1,all,32,0.39332747204091734
q99_positive_050,fabric,shift_1,large_gt_1pct,1,0.4998484060200785
q99_positive_050,fabric,shift_1,small_0.1_to_1pct,1,0.9992591543667378
q99_positive_050,fabric,shift_1,tiny_le_0.1pct,30,0.3695790514974275
q99_positive_050,fabric,shift_2,all,32,0.49994912805955144
q99_positive_050,fabric,shift_2,large_gt_1pct,1,0.4777265531256112
q99_positive_050,fabric,shift_2,small_0.1_to_1pct,1,0.9984315256765183
q99_positive_050,fabric,shift_2,tiny_le_0.1pct,30,0.48407380063678934
q99_positive_050,fabric,shift_3,all,32,0.5054324601154117
q99_positive_050,fabric,shift_3,large_gt_1pct,1,0.4895659669027564
q99_positive_050,fabric,shift_3,small_0.1_to_1pct,1,0.9986903263163877
q99_positive_050,fabric,shift_3,tiny_le_0.1pct,30,0.48951941434913704
q99_positive_050,fabric,underexposed,all,32,0.37689057375120083
q99_positive_050,fabric,underexposed,large_gt_1pct,1,0.4949826204664183
q99_positive_050,fabric,underexposed,small_0.1_to_1pct,1,0.9980126768902116
q99_positive_050,fabric,underexposed,tiny_le_0.1pct,30,0.3522501020894055
q99_positive_050,fruit_jelly,overexposed,all,57,0.5420982848768001
q99_positive_050,fruit_jelly,overexposed,large_gt_1pct,7,0.5004811183117491
q99_positive_050,fruit_jelly,overexposed,small_0.1_to_1pct,10,0.7603777190873525
q99_positive_050,fruit_jelly,overexposed,tiny_le_0.1pct,40,0.4948114304730395
q99_positive_050,fruit_jelly,regular,all,57,0.5493591031794268
q99_positive_050,fruit_jelly,regular,large_gt_1pct,7,0.49978990011571
q99_positive_050,fruit_jelly,regular,small_0.1_to_1pct,10,0.7695386620766002
q99_positive_050,fruit_jelly,regular,tiny_le_0.1pct,40,0.5029888239912851
q99_positive_050,fruit_jelly,shift_1,all,57,0.5405648059879475
q99_positive_050,fruit_jelly,shift_1,large_gt_1pct,7,0.49607522300792867
q99_positive_050,fruit_jelly,shift_1,small_0.1_to_1pct,10,0.7624902136941321
q99_positive_050,fruit_jelly,shift_1,tiny_le_0.1pct,40,0.4928691310829113
q99_positive_050,fruit_jelly,underexposed,all,57,0.551480618975472
q99_positive_050,fruit_jelly,underexposed,large_gt_1pct,7,0.4983075461070183
q99_positive_050,fruit_jelly,underexposed,small_0.1_to_1pct,10,0.7746928431029102
q99_positive_050,fruit_jelly,underexposed,tiny_le_0.1pct,40,0.5049828506955852
q99_positive_050,rice,overexposed,all,20,0.7230060091744547
q99_positive_050,rice,overexposed,large_gt_1pct,1,0.9937417687301738
q99_positive_050,rice,overexposed,small_0.1_to_1pct,10,0.8663286250109984
q99_positive_050,rice,overexposed,tiny_le_0.1pct,9,0.5336769071832633
q99_positive_050,rice,regular,all,20,0.7086008512638653
q99_positive_050,rice,regular,large_gt_1pct,1,0.9941132960857988
q99_positive_050,rice,regular,small_0.1_to_1pct,10,0.8395603992154966
q99_positive_050,rice,regular,tiny_le_0.1pct,9,0.5313666374485501
q99_positive_050,rice,shift_1,all,20,0.6877806094980271
q99_positive_050,rice,shift_1,large_gt_1pct,1,0.9908695974182244
q99_positive_050,rice,shift_1,small_0.1_to_1pct,10,0.8097604801036837
q99_positive_050,rice,shift_1,tiny_le_0.1pct,9,0.5185708657228553
q99_positive_050,rice,shift_2,all,20,0.7282241219028964
q99_positive_050,rice,shift_2,large_gt_1pct,1,0.9947205216684518
q99_positive_050,rice,shift_2,small_0.1_to_1pct,10,0.8518822696640912
q99_positive_050,rice,shift_2,tiny_le_0.1pct,9,0.5612154688609943
q99_positive_050,rice,shift_3,all,20,0.718340383566985
q99_positive_050,rice,shift_3,large_gt_1pct,1,0.9942843441929601
q99_positive_050,rice,shift_3,small_0.1_to_1pct,10,0.8349068099467175
q99_positive_050,rice,shift_3,tiny_le_0.1pct,9,0.5581616919644119
q99_positive_050,rice,underexposed,all,20,0.7059479375711836
q99_positive_050,rice,underexposed,large_gt_1pct,1,0.9937859082039853
q99_positive_050,rice,underexposed,small_0.1_to_1pct,10,0.8453392948058095
q99_positive_050,rice,underexposed,tiny_le_0.1pct,9,0.5190866550179855
q99_positive_050,sheet_metal,overexposed,all,75,0.6467383487683293
q99_positive_050,sheet_metal,overexposed,large_gt_1pct,2,0.5574184981438819
q99_positive_050,sheet_metal,overexposed,small_0.1_to_1pct,4,0.8893175002257936
q99_positive_050,sheet_metal,overexposed,tiny_le_0.1pct,69,0.6352647704410624
q99_positive_050,sheet_metal,regular,all,75,0.6406211294048721
q99_positive_050,sheet_metal,regular,large_gt_1pct,2,0.5552837929080139
q99_positive_050,sheet_metal,regular,small_0.1_to_1pct,4,0.8997242693727688
q99_positive_050,sheet_metal,regular,tiny_le_0.1pct,69,0.6280742035080894
q99_positive_050,sheet_metal,shift_1,all,75,0.6811526043243474
q99_positive_050,sheet_metal,shift_1,large_gt_1pct,2,0.5585536922660175
q99_positive_050,sheet_metal,shift_1,small_0.1_to_1pct,4,0.9661874698363512
q99_positive_050,sheet_metal,shift_1,tiny_le_0.1pct,69,0.6681824356586746
q99_positive_050,sheet_metal,shift_2,all,75,0.6823114747875334
q99_positive_050,sheet_metal,shift_2,large_gt_1pct,2,0.5569138450932202
q99_positive_050,sheet_metal,shift_2,small_0.1_to_1pct,4,0.9589582825830709
q99_positive_050,sheet_metal,shift_2,tiny_le_0.1pct,69,0.6699086925876281
q99_positive_050,sheet_metal,shift_3,all,75,0.6718963527968839
q99_positive_050,sheet_metal,shift_3,large_gt_1pct,2,0.5612181627076018
q99_positive_050,sheet_metal,shift_3,small_0.1_to_1pct,4,0.9710280053122472
q99_positive_050,sheet_metal,shift_3,tiny_le_0.1pct,69,0.6577634509145277
q99_positive_050,sheet_metal,underexposed,all,75,0.6309323837901738
q99_positive_050,sheet_metal,underexposed,large_gt_1pct,2,0.5585956633544568
q99_positive_050,sheet_metal,underexposed,small_0.1_to_1pct,4,0.9162277728192986
q99_positive_050,sheet_metal,underexposed,tiny_le_0.1pct,69,0.6164902371924116
q99_positive_050,vial,overexposed,all,25,0.7906212107596877
q99_positive_050,vial,overexposed,large_gt_1pct,7,0.48455020735171755
q99_positive_050,vial,overexposed,small_0.1_to_1pct,11,0.9035308354543721
q99_positive_050,vial,overexposed,tiny_le_0.1pct,7,0.9192628039331577
q99_positive_050,vial,regular,all,24,0.7920555059579932
q99_positive_050,vial,regular,large_gt_1pct,7,0.48963857870370003
q99_positive_050,vial,regular,small_0.1_to_1pct,11,0.9073566486709129
q99_positive_050,vial,regular,tiny_le_0.1pct,6,0.9334898261143448
q99_positive_050,vial,shift_1,all,25,0.7400942268847164
q99_positive_050,vial,shift_1,large_gt_1pct,7,0.4885143988865784
q99_positive_050,vial,shift_1,small_0.1_to_1pct,11,0.8402730762488098
q99_positive_050,vial,shift_1,tiny_le_0.1pct,7,0.8342501487392953
q99_positive_050,vial,shift_2,all,25,0.7947872704936257
q99_positive_050,vial,shift_2,large_gt_1pct,7,0.4919699702849845
q99_positive_050,vial,shift_2,small_0.1_to_1pct,11,0.9031153598976053
q99_positive_050,vial,shift_2,tiny_le_0.1pct,7,0.9273747159245878
q99_positive_050,vial,shift_3,all,25,0.7703798619059856
q99_positive_050,vial,shift_3,large_gt_1pct,7,0.48497513021229577
q99_positive_050,vial,shift_3,small_0.1_to_1pct,11,0.8773516765934458
q99_positive_050,vial,shift_3,tiny_le_0.1pct,7,0.8876860276622569
q99_positive_050,vial,shift_4,all,25,0.7265538491943974
q99_positive_050,vial,shift_4,large_gt_1pct,7,0.4832483551911396
q99_positive_050,vial,shift_4,small_0.1_to_1pct,11,0.8267992831801196
q99_positive_050,vial,shift_4,tiny_le_0.1pct,7,0.812330804077272
q99_positive_050,vial,underexposed,all,26,0.7923182346269537
q99_positive_050,vial,underexposed,large_gt_1pct,7,0.4905607653210255
q99_positive_050,vial,underexposed,small_0.1_to_1pct,11,0.9038772892859789
q99_positive_050,vial,underexposed,tiny_le_0.1pct,8,0.9029623201135121
q99_positive_050,wallplugs,overexposed,all,15,0.5628869989443349
q99_positive_050,wallplugs,overexposed,large_gt_1pct,2,0.884395210411504
q99_positive_050,wallplugs,overexposed,small_0.1_to_1pct,3,0.3561126490353248
q99_positive_050,wallplugs,overexposed,tiny_le_0.1pct,10,0.5606176616236072
q99_positive_050,wallplugs,regular,all,15,0.5593451101716953
q99_positive_050,wallplugs,regular,large_gt_1pct,2,0.883254753656983
q99_positive_050,wallplugs,regular,small_0.1_to_1pct,3,0.34757416921096285
q99_positive_050,wallplugs,regular,tiny_le_0.1pct,10,0.5580944637628614
q99_positive_050,wallplugs,shift_1,all,15,0.6092913790322829
q99_positive_050,wallplugs,shift_1,large_gt_1pct,2,0.8809043380627842
q99_positive_050,wallplugs,shift_1,small_0.1_to_1pct,3,0.4445482345555053
q99_positive_050,wallplugs,shift_1,tiny_le_0.1pct,10,0.6043917305692273
q99_positive_050,wallplugs,shift_2,all,15,0.4253959037929051
q99_positive_050,wallplugs,shift_2,large_gt_1pct,2,0.6872887271962947
q99_positive_050,wallplugs,shift_2,small_0.1_to_1pct,3,0.18275008544510588
q99_positive_050,wallplugs,shift_2,tiny_le_0.1pct,10,0.44581108461657026
q99_positive_050,wallplugs,shift_3,all,15,0.5249970586019498
q99_positive_050,wallplugs,shift_3,large_gt_1pct,2,0.7873894038758695
q99_positive_050,wallplugs,shift_3,small_0.1_to_1pct,3,0.3596899436660273
q99_positive_050,wallplugs,shift_3,tiny_le_0.1pct,10,0.5221107240279442
q99_positive_050,wallplugs,underexposed,all,15,0.5599022382291159
q99_positive_050,wallplugs,underexposed,large_gt_1pct,2,0.880917069146179
q99_positive_050,wallplugs,underexposed,small_0.1_to_1pct,3,0.3525888408266305
q99_positive_050,wallplugs,underexposed,tiny_le_0.1pct,10,0.5578932912664553
q99_positive_050,walnuts,overexposed,all,44,0.7255842661961561
q99_positive_050,walnuts,overexposed,large_gt_1pct,10,0.7807704468745095
q99_positive_050,walnuts,overexposed,small_0.1_to_1pct,14,0.7902289050233602
q99_positive_050,walnuts,overexposed,tiny_le_0.1pct,20,0.6527399286779486
q99_positive_050,walnuts,regular,all,44,0.7279919054654089
q99_positive_050,walnuts,regular,large_gt_1pct,10,0.7827386913551931
q99_positive_050,walnuts,regular,small_0.1_to_1pct,14,0.7893614947394967
q99_positive_050,walnuts,regular,tiny_le_0.1pct,20,0.6576598000286663
q99_positive_050,walnuts,shift_1,all,44,0.5354513459926117
q99_positive_050,walnuts,shift_1,large_gt_1pct,10,0.6794078183223631
q99_positive_050,walnuts,shift_1,small_0.1_to_1pct,14,0.583131863410373
q99_positive_050,walnuts,shift_1,tiny_le_0.1pct,20,0.43009674763529654
q99_positive_050,walnuts,shift_2,all,44,0.7301507873038622
q99_positive_050,walnuts,shift_2,large_gt_1pct,10,0.7742290871444804
q99_positive_050,walnuts,shift_2,small_0.1_to_1pct,14,0.7847840456971827
q99_positive_050,walnuts,shift_2,tiny_le_0.1pct,20,0.6698683565082492
q99_positive_050,walnuts,shift_3,all,44,0.576940705162904
q99_positive_050,walnuts,shift_3,large_gt_1pct,10,0.6920887798597433
q99_positive_050,walnuts,shift_3,small_0.1_to_1pct,14,0.6224944841597781
q99_positive_050,walnuts,shift_3,tiny_le_0.1pct,20,0.4874790225166693
q99_positive_050,walnuts,underexposed,all,44,0.730558676305403
q99_positive_050,walnuts,underexposed,large_gt_1pct,10,0.7860068453706378
q99_positive_050,walnuts,underexposed,small_0.1_to_1pct,14,0.7872319332508045
q99_positive_050,walnuts,underexposed,tiny_le_0.1pct,20,0.6631633119110245
raw_mean,can,overexposed,all,16,0.14314138404844307
raw_mean,can,overexposed,large_gt_1pct,0,nan
raw_mean,can,overexposed,small_0.1_to_1pct,0,nan
raw_mean,can,overexposed,tiny_le_0.1pct,16,0.14314138404844307
raw_mean,can,regular,all,16,0.14332981146366644
raw_mean,can,regular,large_gt_1pct,0,nan
raw_mean,can,regular,small_0.1_to_1pct,0,nan
raw_mean,can,regular,tiny_le_0.1pct,16,0.14332981146366644
raw_mean,can,shift_1,all,16,0.16113914672373222
raw_mean,can,shift_1,large_gt_1pct,0,nan
raw_mean,can,shift_1,small_0.1_to_1pct,0,nan
raw_mean,can,shift_1,tiny_le_0.1pct,16,0.16113914672373222
raw_mean,can,shift_2,all,16,0.10721539442311567
raw_mean,can,shift_2,large_gt_1pct,0,nan
raw_mean,can,shift_2,small_0.1_to_1pct,0,nan
raw_mean,can,shift_2,tiny_le_0.1pct,16,0.10721539442311567
raw_mean,can,shift_3,all,16,0.11524806944080573
raw_mean,can,shift_3,large_gt_1pct,0,nan
raw_mean,can,shift_3,small_0.1_to_1pct,0,nan
raw_mean,can,shift_3,tiny_le_0.1pct,16,0.11524806944080573
raw_mean,can,underexposed,all,16,0.13971786068381148
raw_mean,can,underexposed,large_gt_1pct,0,nan
raw_mean,can,underexposed,small_0.1_to_1pct,0,nan
raw_mean,can,underexposed,tiny_le_0.1pct,16,0.13971786068381148
raw_mean,fabric,overexposed,all,32,0.4118214963363481
raw_mean,fabric,overexposed,large_gt_1pct,1,0.48213609501563626
raw_mean,fabric,overexposed,small_0.1_to_1pct,1,0.9979071363842416
raw_mean,fabric,overexposed,tiny_le_0.1pct,30,0.38994148837878395
raw_mean,fabric,regular,all,32,0.40922435779375105
raw_mean,fabric,regular,large_gt_1pct,1,0.4824641844811878
raw_mean,fabric,regular,small_0.1_to_1pct,1,0.9978355078208592
raw_mean,fabric,regular,tiny_le_0.1pct,30,0.38716265856994087
raw_mean,fabric,shift_1,all,32,0.42495332242086875
raw_mean,fabric,shift_1,large_gt_1pct,1,0.48391479618403327
raw_mean,fabric,shift_1,small_0.1_to_1pct,1,0.9991068810713801
raw_mean,fabric,shift_1,tiny_le_0.1pct,30,0.40384948800708503
raw_mean,fabric,shift_2,all,32,0.5251497316333773
raw_mean,fabric,shift_2,large_gt_1pct,1,0.4643635471289717
raw_mean,fabric,shift_2,small_0.1_to_1pct,1,0.9985492768712201
raw_mean,fabric,shift_2,tiny_le_0.1pct,30,0.5113959529422668
raw_mean,fabric,shift_3,all,32,0.5327445246893712
raw_mean,fabric,shift_3,large_gt_1pct,1,0.4768566523793522
raw_mean,fabric,shift_3,small_0.1_to_1pct,1,0.9988455109413737
raw_mean,fabric,shift_3,tiny_le_0.1pct,30,0.519070754224638
raw_mean,fabric,underexposed,all,32,0.40897929206502437
raw_mean,fabric,underexposed,large_gt_1pct,1,0.48042420583582646
raw_mean,fabric,underexposed,small_0.1_to_1pct,1,0.9978757833612112
raw_mean,fabric,underexposed,tiny_le_0.1pct,30,0.38696791189613317
raw_mean,fruit_jelly,overexposed,all,57,0.5598731449677863
raw_mean,fruit_jelly,overexposed,large_gt_1pct,7,0.5114407477934655
raw_mean,fruit_jelly,overexposed,small_0.1_to_1pct,10,0.7718852084500502
raw_mean,fruit_jelly,overexposed,tiny_le_0.1pct,40,0.5153457986027218
raw_mean,fruit_jelly,regular,all,57,0.5665628584835716
raw_mean,fruit_jelly,regular,large_gt_1pct,7,0.5099309286862624
raw_mean,fruit_jelly,regular,small_0.1_to_1pct,10,0.7808185819538194
raw_mean,fruit_jelly,regular,tiny_le_0.1pct,40,0.5229095153305349
raw_mean,fruit_jelly,shift_1,all,57,0.55711924151191
raw_mean,fruit_jelly,shift_1,large_gt_1pct,7,0.5075155529178421
raw_mean,fruit_jelly,shift_1,small_0.1_to_1pct,10,0.7735047927939372
raw_mean,fruit_jelly,shift_1,tiny_le_0.1pct,40,0.5117034991953612
raw_mean,fruit_jelly,underexposed,all,57,0.5655375354354143
raw_mean,fruit_jelly,underexposed,large_gt_1pct,7,0.5060534133359429
raw_mean,fruit_jelly,underexposed,small_0.1_to_1pct,10,0.7840155010533117
raw_mean,fruit_jelly,underexposed,tiny_le_0.1pct,40,0.5213277653983411
raw_mean,rice,overexposed,all,20,0.758108040851381
raw_mean,rice,overexposed,large_gt_1pct,1,0.9964338006263214
raw_mean,rice,overexposed,small_0.1_to_1pct,10,0.8937146277054283
raw_mean,rice,overexposed,tiny_le_0.1pct,9,0.5809534154830422
raw_mean,rice,regular,all,20,0.7471871082178663
