backbone,strategy,eval_mode,fusion_method,category,num_images,num_normal,num_anomaly,has_both_classes,candidate_coverage,auroc,ap,best_f1,best_accuracy,best_threshold,vlm_only_auroc,vlm_only_ap,vlm_only_best_f1,vlm_only_best_accuracy,delta_auroc_vs_vlm,delta_ap_vs_vlm,delta_best_f1_vs_vlm,delta_accuracy_vs_vlm
FastFlow,inspection_binary,crop_or_full,detector_only,pcb3,201,101,100,True,0.4975124378109453,0.8868316831683168,0.8924080114235596,0.8262910798122066,0.8159203980099502,0.3820002115840187,0.6986138613861386,0.7604943301146302,0.6735751295336787,0.6865671641791045,0.18821782178217827,0.13191368130892944,0.1527159502785279,0.12935323383084574
FastFlow,inspection_binary,crop_or_full,vlm_detector_avg,pcb3,201,101,100,True,0.4975124378109453,0.8303960396039604,0.8620623208633867,0.7578947368421053,0.7711442786069652,0.4365460881674268,0.6986138613861386,0.7604943301146302,0.6735751295336787,0.6865671641791045,0.1317821782178218,0.10156799074875655,0.08431960730842658,0.08457711442786076
FastFlow,inspection_binary,crop_or_full,vlm_only,pcb3,201,101,100,True,0.4975124378109453,0.6986138613861386,0.7604943301146302,0.6735751295336787,0.6865671641791045,0.4013329552918122,0.6986138613861386,0.7604943301146302,0.6735751295336787,0.6865671641791045,0.0,0.0,0.0,0.0
FastFlow,inspection_binary,crop_or_full,candidate_quality_only,pcb4,201,101,100,True,0.4975124378109453,0.995,1.0,0.9949748743718593,0.9950248756218906,0.0671947557624973,0.7338613861386138,0.8200325424924906,0.735632183908046,0.7711442786069652,0.26113861386138615,0.17996745750750942,0.2593426904638133,0.22388059701492535
FastFlow,inspection_binary,crop_or_full,qcr_u_detector_aware,pcb4,201,101,100,True,0.4975124378109453,0.9452475247524752,0.9586359711997439,0.8888888888888888,0.8955223880597015,0.4497385080040507,0.7338613861386138,0.8200325424924906,0.735632183908046,0.7711442786069652,0.21138613861386135,0.13860342870725328,0.15325670498084287,0.12437810945273631
FastFlow,inspection_binary,crop_or_full,detector_only,pcb4,201,101,100,True,0.4975124378109453,0.9384158415841584,0.9187090870239387,0.909952606635071,0.9054726368159204,0.4364831627958593,0.7338613861386138,0.8200325424924906,0.735632183908046,0.7711442786069652,0.20455445544554451,0.09867654453144814,0.17432042272702508,0.13432835820895517
FastFlow,inspection_binary,crop_or_full,qcr_u_fixed,pcb4,201,101,100,True,0.4975124378109453,0.9032673267326733,0.935242318342421,0.8743169398907104,0.8855721393034826,0.4566912558325497,0.7338613861386138,0.8200325424924906,0.735632183908046,0.7711442786069652,0.16940594059405945,0.11520977584993042,0.1386847559826644,0.11442786069651734
FastFlow,inspection_binary,crop_or_full,vlm_detector_avg,pcb4,201,101,100,True,0.4975124378109453,0.8683168316831683,0.89810646140379,0.8272251308900523,0.835820895522388,0.5132250159373722,0.7338613861386138,0.8200325424924906,0.735632183908046,0.7711442786069652,0.13445544554455446,0.07807391891129944,0.09159294698200637,0.06467661691542281
FastFlow,inspection_binary,crop_or_full,vlm_only,pcb4,201,101,100,True,0.4975124378109453,0.7338613861386138,0.8200325424924906,0.735632183908046,0.7711442786069652,0.5578578363921293,0.7338613861386138,0.8200325424924906,0.735632183908046,0.7711442786069652,0.0,0.0,0.0,0.0
FastFlow,inspection_binary,crop_or_full,candidate_quality_only,pipe_fryum,150,50,100,True,0.6666666666666666,0.995,1.0,0.9949748743718593,0.9933333333333333,0.1795542763580418,0.7382,0.8730905015171624,0.8,0.6666666666666666,0.25680000000000003,0.1269094984828376,0.19497487437185923,0.32666666666666666
