backbone,dataset,strategy,eval_mode,category,variant_id,variant,num_images,num_normal,num_anomaly,auroc,ap,best_f1,best_accuracy,best_threshold
FastFlow,VisA,inspection_binary,crop_or_full,macaroni2,V3,naive_detector_crop_fusion,200,100,100,0.8339,0.8531376800029284,0.7719298245614036,0.74,0.3848491957019614
FastFlow,VisA,inspection_binary,crop_or_full,macaroni2,V4,quality_weighted_crop,200,100,100,0.8748,0.8872197334232723,0.798283261802575,0.765,0.27937530162320034
FastFlow,VisA,inspection_binary,crop_or_full,macaroni2,V5,fixed_quality_consistency,200,100,100,0.8876,0.9006692431324378,0.8075117370892019,0.795,0.39315540075241995
FastFlow,VisA,inspection_binary,crop_or_full,macaroni2,V6,adaptive_qcru,200,100,100,0.8768,0.8891736429621477,0.798283261802575,0.765,0.2670971043581573
FastFlow,VisA,inspection_binary,crop_or_full,pcb1,V0,detector_only,200,100,100,0.8936,0.8922699141201902,0.8468468468468469,0.83,0.3321640682622474
FastFlow,VisA,inspection_binary,crop_or_full,pcb1,V2,crop_topk_vlm,200,100,100,0.5733,0.6395362453215383,0.6666666666666666,0.5,0.0
FastFlow,VisA,inspection_binary,crop_or_full,pcb1,V3,naive_detector_crop_fusion,200,100,100,0.8489,0.8724125143901538,0.784688995215311,0.775,0.417111813815521
FastFlow,VisA,inspection_binary,crop_or_full,pcb1,V4,quality_weighted_crop,200,100,100,0.9274,0.937864088741038,0.863849765258216,0.855,0.31169498071823115
FastFlow,VisA,inspection_binary,crop_or_full,pcb1,V5,fixed_quality_consistency,200,100,100,0.9089,0.922670862083418,0.8476190476190476,0.84,0.3779871023882388
FastFlow,VisA,inspection_binary,crop_or_full,pcb1,V6,adaptive_qcru,200,100,100,0.9289,0.9396699767621334,0.8679245283018867,0.86,0.29938457845086996
FastFlow,VisA,inspection_binary,crop_or_full,pcb2,V0,detector_only,200,100,100,0.8776,0.9092279549181771,0.8279569892473118,0.84,0.3864936433046756
FastFlow,VisA,inspection_binary,crop_or_full,pcb2,V2,crop_topk_vlm,200,100,100,0.9846,0.9887758754689918,0.9591836734693877,0.96,0.2964799504449885
FastFlow,VisA,inspection_binary,crop_or_full,pcb2,V3,naive_detector_crop_fusion,200,100,100,0.9908,0.9912295037252626,0.9591836734693877,0.96,0.32643168655532584
FastFlow,VisA,inspection_binary,crop_or_full,pcb2,V4,quality_weighted_crop,200,100,100,0.9889,0.9895072353798477,0.9430051813471503,0.945,0.29504242188997143
FastFlow,VisA,inspection_binary,crop_or_full,pcb2,V5,fixed_quality_consistency,200,100,100,0.9963,0.9964667409916695,0.9797979797979798,0.98,0.30039224608130893
FastFlow,VisA,inspection_binary,crop_or_full,pcb2,V6,adaptive_qcru,200,100,100,0.9889,0.9895072353798477,0.9430051813471503,0.945,0.28138566642536306
FastFlow,VisA,inspection_binary,crop_or_full,pcb3,V0,detector_only,201,101,100,0.8868316831683168,0.8924080114235597,0.8262910798122066,0.8159203980099502,0.3820002115840187
FastFlow,VisA,inspection_binary,crop_or_full,pcb3,V2,crop_topk_vlm,201,101,100,0.6986138613861386,0.7604943301146301,0.6735751295336787,0.6865671641791045,0.4013329552918122
FastFlow,VisA,inspection_binary,crop_or_full,pcb3,V3,naive_detector_crop_fusion,201,101,100,0.8844554455445545,0.8984241269151368,0.803921568627451,0.8009950248756219,0.41187296854784883
FastFlow,VisA,inspection_binary,crop_or_full,pcb3,V4,quality_weighted_crop,201,101,100,0.957029702970297,0.9611546175277668,0.9019607843137256,0.900497512437811,0.3311862297155646
FastFlow,VisA,inspection_binary,crop_or_full,pcb3,V5,fixed_quality_consistency,201,101,100,0.9589108910891089,0.9601568644791171,0.8923076923076922,0.8955223880597015,0.4159616549241522
FastFlow,VisA,inspection_binary,crop_or_full,pcb3,V6,adaptive_qcru,201,101,100,0.9582178217821782,0.96210792213244,0.9019607843137256,0.900497512437811,0.31934949402975826
FastFlow,VisA,inspection_binary,crop_or_full,pcb4,V0,detector_only,201,101,100,0.9384158415841584,0.9187090870239386,0.9099526066350712,0.9054726368159204,0.4364831627958593
FastFlow,VisA,inspection_binary,crop_or_full,pcb4,V2,crop_topk_vlm,201,101,100,0.7338613861386138,0.8200325424924907,0.7356321839080459,0.7711442786069652,0.5578578363921293
FastFlow,VisA,inspection_binary,crop_or_full,pcb4,V3,naive_detector_crop_fusion,201,101,100,0.9202970297029703,0.9248597525521481,0.8613861386138614,0.8606965174129353,0.45688654169624443
FastFlow,VisA,inspection_binary,crop_or_full,pcb4,V4,quality_weighted_crop,201,101,100,0.965049504950495,0.9665024317690688,0.9090909090909091,0.9054726368159204,0.3558862846624227
FastFlow,VisA,inspection_binary,crop_or_full,pcb4,V5,fixed_quality_consistency,201,101,100,0.9539603960396039,0.9570559635595326,0.8995215311004784,0.8955223880597015,0.4010768317968919
FastFlow,VisA,inspection_binary,crop_or_full,pcb4,V6,adaptive_qcru,201,101,100,0.9664356435643564,0.9681312034357715,0.9134615384615385,0.9104477611940298,0.34117606157725044
FastFlow,VisA,inspection_binary,crop_or_full,pipe_fryum,V0,detector_only,150,50,100,0.9714,0.9861322585320343,0.9359605911330049,0.9133333333333333,0.3486240291703347
FastFlow,VisA,inspection_binary,crop_or_full,pipe_fryum,V2,crop_topk_vlm,150,50,100,0.7382,0.8730905015171624,0.8,0.6666666666666666,0.0
FastFlow,VisA,inspection_binary,crop_or_full,pipe_fryum,V3,naive_detector_crop_fusion,150,50,100,0.9616,0.9830295577058206,0.9270833333333334,0.9066666666666666,0.3897075939207291
FastFlow,VisA,inspection_binary,crop_or_full,pipe_fryum,V4,quality_weighted_crop,150,50,100,0.9826,0.9916664922875068,0.9473684210526316,0.9266666666666666,0.2494230298591982
FastFlow,VisA,inspection_binary,crop_or_full,pipe_fryum,V5,fixed_quality_consistency,150,50,100,0.9838,0.9923974110862257,0.9543147208121826,0.94,0.3218391680116776
FastFlow,VisA,inspection_binary,crop_or_full,pipe_fryum,V6,adaptive_qcru,150,50,100,0.983,0.9918293668941596,0.9473684210526316,0.9266666666666666,0.2385626318343502
FastFlow,VisA,inspection_binary,crop_topk_ensemble,candle,V0,detector_only,200,100,100,0.9638,0.9659291762956387,0.9154228855721394,0.915,0.5039169373442006
FastFlow,VisA,inspection_binary,crop_topk_ensemble,candle,V2,crop_topk_vlm,200,100,100,0.9661,0.9707877167393194,0.923076923076923,0.92,0.269991700224405
FastFlow,VisA,inspection_binary,crop_topk_ensemble,candle,V3,naive_detector_crop_fusion,200,100,100,0.9937,0.9938720799996252,0.96,0.96,0.41904784697961434
FastFlow,VisA,inspection_binary,crop_topk_ensemble,candle,V4,quality_weighted_crop,200,100,100,0.9936,0.993686006881524,0.9603960396039604,0.96,0.3635011747958283
FastFlow,VisA,inspection_binary,crop_topk_ensemble,candle,V5,fixed_quality_consistency,200,100,100,0.9973,0.9973999317450827,0.9746192893401014,0.975,0.41250694877420313
FastFlow,VisA,inspection_binary,crop_topk_ensemble,candle,V6,adaptive_qcru,200,100,100,0.9937,0.9937923649927909,0.9603960396039604,0.96,0.34832969644044415
FastFlow,VisA,inspection_binary,crop_topk_ensemble,capsules,V0,detector_only,160,60,100,0.7574166666666666,0.8694982518951063,0.7747035573122529,0.64375,0.1002806539074088
FastFlow,VisA,inspection_binary,crop_topk_ensemble,capsules,V2,crop_topk_vlm,160,60,100,1.0,1.0,1.0,1.0,0.3805954723879157
FastFlow,VisA,inspection_binary,crop_topk_ensemble,capsules,V3,naive_detector_crop_fusion,160,60,100,0.9858333333333333,0.9909553404736882,0.964824120603015,0.95625,0.45352885766187717
FastFlow,VisA,inspection_binary,crop_topk_ensemble,capsules,V4,quality_weighted_crop,160,60,100,0.9766666666666667,0.9855661350739333,0.9387755102040817,0.925,0.39246174533636263
FastFlow,VisA,inspection_binary,crop_topk_ensemble,capsules,V5,fixed_quality_consistency,160,60,100,0.995,0.996945784011873,0.98,0.975,0.41440579392521393
FastFlow,VisA,inspection_binary,crop_topk_ensemble,capsules,V6,adaptive_qcru,160,60,100,0.9768333333333333,0.9857199812277796,0.9387755102040817,0.925,0.3764827198261988
FastFlow,VisA,inspection_binary,crop_topk_ensemble,cashew,V0,detector_only,150,50,100,0.8922,0.9483757652879194,0.8815165876777251,0.8333333333333334,0.2830768575984286
FastFlow,VisA,inspection_binary,crop_topk_ensemble,cashew,V2,crop_topk_vlm,150,50,100,1.0,1.0,1.0,1.0,0.4893006028251803
FastFlow,VisA,inspection_binary,crop_topk_ensemble,cashew,V3,naive_detector_crop_fusion,150,50,100,0.9976,0.9987812346762505,0.9852216748768473,0.98,0.3504332980441892
FastFlow,VisA,inspection_binary,crop_topk_ensemble,cashew,V4,quality_weighted_crop,150,50,100,0.9946,0.9971907325655374,0.9801980198019802,0.9733333333333334,0.3199121372775634
FastFlow,VisA,inspection_binary,crop_topk_ensemble,cashew,V5,fixed_quality_consistency,150,50,100,0.9994,0.9996999799979998,0.9950248756218906,0.9933333333333333,0.3608962478406573
FastFlow,VisA,inspection_binary,crop_topk_ensemble,cashew,V6,adaptive_qcru,150,50,100,0.9946,0.9971907325655374,0.9801980198019802,0.9733333333333334,0.30685383329476584
FastFlow,VisA,inspection_binary,crop_topk_ensemble,chewinggum,V0,detector_only,150,50,100,0.9898,0.9960090763761806,0.9847715736040609,0.98,0.413938724007642
FastFlow,VisA,inspection_binary,crop_topk_ensemble,chewinggum,V2,crop_topk_vlm,150,50,100,0.9978,0.9989396506916816,0.99,0.9866666666666667,0.3945821343386963
FastFlow,VisA,inspection_binary,crop_topk_ensemble,chewinggum,V3,naive_detector_crop_fusion,150,50,100,1.0,1.0,1.0,1.0,0.3586398572139646
FastFlow,VisA,inspection_binary,crop_topk_ensemble,chewinggum,V4,quality_weighted_crop,150,50,100,1.0,1.0,1.0,1.0,0.26620651263938944
FastFlow,VisA,inspection_binary,crop_topk_ensemble,chewinggum,V5,fixed_quality_consistency,150,50,100,1.0,1.0,1.0,1.0,0.3403783413300066
FastFlow,VisA,inspection_binary,crop_topk_ensemble,chewinggum,V6,adaptive_qcru,150,50,100,1.0,1.0,1.0,1.0,0.2554640491554251
FastFlow,VisA,inspection_binary,crop_topk_ensemble,fryum,V0,detector_only,150,50,100,0.9496,0.9762500544261796,0.9178743961352657,0.8866666666666667,0.3355346706669524
FastFlow,VisA,inspection_binary,crop_topk_ensemble,fryum,V2,crop_topk_vlm,150,50,100,1.0,1.0,1.0,1.0,0.404484291619978
FastFlow,VisA,inspection_binary,crop_topk_ensemble,fryum,V3,naive_detector_crop_fusion,150,50,100,1.0,1.0,1.0,1.0,0.40082016181007135
FastFlow,VisA,inspection_binary,crop_topk_ensemble,fryum,V4,quality_weighted_crop,150,50,100,0.9992,0.9996029114676174,0.99009900990099,0.9866666666666667,0.31036618349254663
FastFlow,VisA,inspection_binary,crop_topk_ensemble,fryum,V5,fixed_quality_consistency,150,50,100,1.0,1.0,1.0,1.0,0.39577324859126783
FastFlow,VisA,inspection_binary,crop_topk_ensemble,fryum,V6,adaptive_qcru,150,50,100,0.9992,0.9996029114676174,0.99009900990099,0.9866666666666667,0.2974124046285715
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni1,V0,detector_only,200,100,100,0.8792,0.8803977413336387,0.8230088495575221,0.8,0.3495813019883397
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni1,V2,crop_topk_vlm,200,100,100,0.9931,0.9936005666935713,0.964824120603015,0.965,0.4287712229959936
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni1,V3,naive_detector_crop_fusion,200,100,100,0.9767,0.9746500583581601,0.9306930693069307,0.93,0.4975441266309786
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni1,V4,quality_weighted_crop,200,100,100,0.9779,0.9769316923632608,0.9313725490196078,0.93,0.3934626841317079
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni1,V5,fixed_quality_consistency,200,100,100,0.9891,0.9888546756575335,0.9543147208121826,0.955,0.4876268783856699
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni1,V6,adaptive_qcru,200,100,100,0.9786,0.9777279556171085,0.9359605911330049,0.935,0.38048776644053406
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,V0,detector_only,200,100,100,0.7208,0.7528116034031653,0.712121212121212,0.62,0.1957820926844771
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,V2,crop_topk_vlm,200,100,100,0.8886,0.9169178034424986,0.8282828282828283,0.83,0.4874426324668496
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,V3,naive_detector_crop_fusion,200,100,100,0.8998,0.9010819231136784,0.8285714285714286,0.82,0.45636530466201874
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,V4,quality_weighted_crop,200,100,100,0.9191,0.9189700552942667,0.8421052631578947,0.82,0.32461534073714454
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,V5,fixed_quality_consistency,200,100,100,0.9393,0.9403897925402793,0.8780487804878048,0.875,0.433161847694356
FastFlow,VisA,inspection_binary,crop_topk_ensemble,macaroni2,V6,adaptive_qcru,200,100,100,0.9204,0.920774020506371,0.8444444444444444,0.825,0.32247885295741396
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb1,V0,detector_only,200,100,100,0.8936,0.8922699141201902,0.8468468468468469,0.83,0.3321640682622474
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb1,V2,crop_topk_vlm,200,100,100,0.7175,0.7256316349767248,0.7102040816326531,0.645,0.2973198709442777
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb1,V3,naive_detector_crop_fusion,200,100,100,0.8995,0.9088371242976572,0.8202764976958524,0.805,0.35581701860537374
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb1,V4,quality_weighted_crop,200,100,100,0.9487,0.9524405071154125,0.8767123287671232,0.865,0.2805566063054867
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb1,V5,fixed_quality_consistency,200,100,100,0.9464,0.9492164528120522,0.8695652173913043,0.865,0.3547240442370894
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb1,V6,adaptive_qcru,200,100,100,0.9495,0.9533072607479944,0.8767123287671232,0.865,0.26996335204386207
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb2,V0,detector_only,200,100,100,0.8776,0.9092279549181771,0.8279569892473118,0.84,0.3864936433046756
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb2,V2,crop_topk_vlm,200,100,100,0.9858,0.989987398342653,0.9644670050761421,0.965,0.2672673654290282
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb2,V3,naive_detector_crop_fusion,200,100,100,0.992,0.992447635419185,0.9644670050761421,0.965,0.33177703259856306
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb2,V4,quality_weighted_crop,200,100,100,0.9893,0.9900359065874572,0.9430051813471503,0.945,0.2968428329153728
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb2,V5,fixed_quality_consistency,200,100,100,0.9969,0.9970609398610979,0.9849246231155778,0.985,0.2939007864448528
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb2,V6,adaptive_qcru,200,100,100,0.9894,0.9901198456667234,0.9430051813471503,0.945,0.285547336827725
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,V0,detector_only,201,101,100,0.8868316831683168,0.8924080114235597,0.8262910798122066,0.8159203980099502,0.3820002115840187
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,V2,crop_topk_vlm,201,101,100,0.7998019801980198,0.8390263629875716,0.7513812154696133,0.7761194029850746,0.4508805933703727
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,V3,naive_detector_crop_fusion,201,101,100,0.9167326732673268,0.9254412713435107,0.8431372549019608,0.8407960199004975,0.4057931480487401
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,V4,quality_weighted_crop,201,101,100,0.9659405940594059,0.9696411855705955,0.9145728643216081,0.9154228855721394,0.37398443329650144
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,V5,fixed_quality_consistency,201,101,100,0.9702970297029703,0.9716985474207425,0.9238578680203046,0.9253731343283582,0.4229547196687234
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb3,V6,adaptive_qcru,201,101,100,0.9668316831683168,0.9706240496133125,0.9145728643216081,0.9154228855721394,0.36151644237709707
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb4,V0,detector_only,201,101,100,0.9384158415841584,0.9187090870239386,0.9099526066350712,0.9054726368159204,0.4364831627958593
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb4,V2,crop_topk_vlm,201,101,100,0.8773267326732673,0.9206559967582822,0.8717948717948718,0.8756218905472637,0.4001297105406913
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb4,V3,naive_detector_crop_fusion,201,101,100,0.9637623762376237,0.9632814945985353,0.8985507246376813,0.8955223880597015,0.3903116055839585
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb4,V4,quality_weighted_crop,201,101,100,0.9797029702970297,0.9795832327062202,0.9252336448598131,0.9203980099502488,0.3041552746448635
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb4,V5,fixed_quality_consistency,201,101,100,0.9811881188118812,0.9814221499322948,0.9295774647887325,0.9253731343283582,0.3493272845082538
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pcb4,V6,adaptive_qcru,201,101,100,0.9807920792079208,0.9809071264649964,0.9252336448598131,0.9203980099502488,0.29192869360826995
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pipe_fryum,V0,detector_only,150,50,100,0.9714,0.9861322585320343,0.9359605911330049,0.9133333333333333,0.3486240291703347
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pipe_fryum,V2,crop_topk_vlm,150,50,100,0.8402,0.9222877910683903,0.8468468468468469,0.7733333333333333,0.2212563576561574
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pipe_fryum,V3,naive_detector_crop_fusion,150,50,100,0.9862,0.9935384986116922,0.964824120603015,0.9533333333333334,0.35598789136020703
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pipe_fryum,V4,quality_weighted_crop,150,50,100,0.993,0.9967157826275473,0.9743589743589743,0.9666666666666667,0.3301887149914338
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pipe_fryum,V5,fixed_quality_consistency,150,50,100,0.995,0.9975923421949922,0.9751243781094527,0.9666666666666667,0.30113425736631094
FastFlow,VisA,inspection_binary,crop_topk_ensemble,pipe_fryum,V6,adaptive_qcru,150,50,100,0.993,0.9967157826275473,0.9743589743589743,0.9666666666666667,0.3179441015884873
FastFlow,VisA,inspection_binary,full_all,candle,V0,detector_only,200,100,100,0.9638,0.9659291762956387,0.9154228855721394,0.915,0.5039169373442006
FastFlow,VisA,inspection_binary,full_all,candle,V2,crop_topk_vlm,200,100,100,0.8175,0.8339928724459614,0.7536231884057971,0.745,0.2730927479600061
FastFlow,VisA,inspection_binary,full_all,candle,V3,naive_detector_crop_fusion,200,100,100,0.9735,0.9745725263756451,0.927536231884058,0.925,0.37073636387918135
FastFlow,VisA,inspection_binary,full_all,candle,V4,quality_weighted_crop,200,100,100,0.9829,0.9835719553575415,0.9458128078817734,0.945,0.3356157288710702
FastFlow,VisA,inspection_binary,full_all,candle,V5,fixed_quality_consistency,200,100,100,0.9876,0.9877312525635247,0.9556650246305418,0.955,0.3614126714864965
FastFlow,VisA,inspection_binary,full_all,candle,V6,adaptive_qcru,200,100,100,0.9833,0.9839459126161347,0.9458128078817734,0.945,0.322455476619466
FastFlow,VisA,inspection_binary,full_all,capsules,V0,detector_only,160,60,100,0.7574166666666666,0.8694982518951063,0.7747035573122529,0.64375,0.1002806539074088
FastFlow,VisA,inspection_binary,full_all,capsules,V2,crop_topk_vlm,160,60,100,0.5521666666666667,0.6769763233703319,0.7722007722007722,0.63125,0.1415444524194681
FastFlow,VisA,inspection_binary,full_all,capsules,V3,naive_detector_crop_fusion,160,60,100,0.7496666666666667,0.8595495840768812,0.776255707762557,0.69375,0.39087864904238956
FastFlow,VisA,inspection_binary,full_all,capsules,V4,quality_weighted_crop,160,60,100,0.8496666666666667,0.9201263274997262,0.8349514563106797,0.7875,0.32715434937362853
FastFlow,VisA,inspection_binary,full_all,capsules,V5,fixed_quality_consistency,160,60,100,0.8271666666666667,0.9055771494859703,0.81,0.7625,0.4329024337493314
FastFlow,VisA,inspection_binary,full_all,capsules,V6,adaptive_qcru,160,60,100,0.8521666666666666,0.9218469052525421,0.8349514563106797,0.7875,0.3134540152086795
FastFlow,VisA,inspection_binary,full_all,cashew,V0,detector_only,150,50,100,0.8922,0.9483757652879194,0.8815165876777251,0.8333333333333334,0.2830768575984286
FastFlow,VisA,inspection_binary,full_all,cashew,V2,crop_topk_vlm,150,50,100,0.5945,0.7697758487439563,0.8016528925619835,0.68,0.1507582587201799
FastFlow,VisA,inspection_binary,full_all,cashew,V3,naive_detector_crop_fusion,150,50,100,0.8696,0.9381124989471352,0.8543689320388349,0.8,0.3136443035732604
FastFlow,VisA,inspection_binary,full_all,cashew,V4,quality_weighted_crop,150,50,100,0.9282,0.9652981246350436,0.8923076923076922,0.86,0.2908940246998587
